物品,成交量,最低價,中位價,最高價,價格變化,日期
套服幸運卷軸100%卷軸,182,1350000,1500000,1600000,+0.84%,2025-06-20
矛攻擊卷軸60%卷軸,182,22000,30000,35000,-0.50%,2025-06-20
單手棍命中卷軸60%卷軸,179,22000,28000,32000,+4.01%,2025-06-20
矛命中卷軸60%卷軸,178,25000,50000,75000,-7.14%,2025-06-20
鞋子移動速度卷軸60%卷軸,177,28000,30000,37000,-1.86%,2025-06-20
鞋子敏捷性卷軸10%卷軸,171,38888,50000,52000,-0.16%,2025-06-20
盾牌力量卷軸60%卷軸,166,190000,250000,340000,+13.19%,2025-06-20
高級瞬移之石商城道具,165,125000,150000,175000,+10.72%,2025-06-20
鞋子速度卷軸60%卷軸,153,35000,50000,55000,+1.67%,2025-06-20
上衣體力卷軸60%卷軸,150,130000,199999,250000,-8.64%,2025-06-20
神秘背包商城道具,147,850000,950000,1050000,+5.69%,2025-06-20
土飛鏢裝備,146,3500000,4500000,5200000,-7.87%,2025-06-20
披風力量卷軸100%卷軸,142,120000,150000,165000,-0.30%,2025-06-20
馬堤安的觸角其他,136,300,700,1200,+10.05%,2025-06-20
長杖魔力卷軸10%卷軸,133,380000,490000,550001,+6.03%,2025-06-20
鋼鐵母礦其他,131,6500,9500,11500,+10.69%,2025-06-20
詛咒娃娃其他,130,64,100,200,+6.82%,2025-06-20
指虎攻擊卷軸10%卷軸,126,6000,10000,20000,-0.91%,2025-06-20
枯木樹液消耗品,125,29000,30000,33000,-0.41%,2025-06-20
盾牌幸運卷軸10%卷軸,121,520000,600000,630000,+0.47%,2025-06-20
指虎命中卷軸10%卷軸,119,5000,10000,12000,+5.06%,2025-06-20
耳飾體力卷軸10%卷軸,118,95000,100000,111111,+0.81%,2025-06-20
下衣敏捷性卷軸100%卷軸,117,999999,1400000,1600000,-14.72%,2025-06-20
套服幸運卷軸10%卷軸,115,1400000,1850000,2199999,+8.81%,2025-06-20
短杖魔力卷軸10%卷軸,115,450000,750000,900000,+12.00%,2025-06-20
耳飾敏捷卷軸100%卷軸,114,3600000,4000000,4450000,-0.17%,2025-06-20
單手劍攻擊卷軸10%卷軸,112,15000,80000,130000,+41.94%,2025-06-20
頭盔防禦卷軸60%卷軸,112,2000,8000,12000,+4.87%,2025-06-20
頭盔體力卷軸10%卷軸,111,49999,50000,50000,0.00%,2025-06-20
雙手斧攻擊卷軸60%卷軸,109,5000,13000,25000,+9.35%,2025-06-20
矛命中卷軸10%卷軸,107,4800,10000,12000,+11.78%,2025-06-20
柔軟的羽毛其他,104,750,1000,1250,+6.36%,2025-06-20
披風幸運卷軸100%卷軸,103,320000,399999,430000,+1.84%,2025-06-20
上衣力量卷軸60%卷軸,102,1650000,1800000,1850000,+2.08%,2025-06-20
下衣跳躍卷軸60%卷軸,101,30000,40000,50000,-8.11%,2025-06-20
套服智力卷軸10%卷軸,98,2200000,2500000,2900000,+5.33%,2025-06-20
單手棍攻擊卷軸60%卷軸,97,3000,8000,12000,+2.13%,2025-06-20
披風智力卷軸100%卷軸,97,85000,100000,100000,+1.34%,2025-06-20
套服力量卷軸100%卷軸,94,65000,90000,111111,-3.64%,2025-06-20
頭盔智力卷軸60%卷軸,93,3500000,3800000,4200000,+3.69%,2025-06-20
盾牌防禦卷軸60%卷軸,92,3000,9999,13000,+16.28%,2025-06-20
槍攻擊卷軸10%卷軸,90,24000,70000,100000,-15.97%,2025-06-20
披風智力卷軸10%卷軸,86,320000,400000,420000,+1.42%,2025-06-20
手套生命卷軸60%卷軸,84,235000,300000,380000,+1.84%,2025-06-20
盾牌幸運卷軸60%卷軸,1121,1250000,1300000,1450000,+1.44%,2025-06-21
披風幸運卷軸60%卷軸,1074,1150000,1299999,1350000,+0.71%,2025-06-21
手套攻擊卷軸60%卷軸,994,1550000,1600000,1750000,+1.68%,2025-06-21
短劍攻擊卷軸60%卷軸,757,625000,699999,720000,+2.56%,2025-06-21
拳套攻擊卷軸60%卷軸,752,475000,500000,570000,+1.00%,2025-06-21
披風敏捷性卷軸60%卷軸,740,1750000,2000000,2350000,+5.15%,2025-06-21
短杖魔力卷軸60%卷軸,686,220000,250000,275000,+0.08%,2025-06-21
弓攻擊卷軸60%卷軸,664,175000,220000,272727,+2.03%,2025-06-21
手槍攻擊力卷軸60%卷軸,662,260000,300000,311111,+1.25%,2025-06-21
套服敏捷卷軸60%卷軸,633,1150000,1500000,1750000,+6.82%,2025-06-21
披風智力卷軸60%卷軸,613,475000,500000,575000,+0.50%,2025-06-21
耳飾幸運卷軸10%卷軸,613,235000,250000,295000,+3.25%,2025-06-21
耳環智力卷軸60%卷軸,597,880000,1000000,1150000,+3.23%,2025-06-21
拳套攻擊卷軸10%卷軸,569,450000,650000,850000,+18.79%,2025-06-21
披風力量卷軸60%卷軸,509,1100000,1300000,1500000,+4.90%,2025-06-21
弩攻擊卷軸60%卷軸,506,27998,40000,56000,-0.56%,2025-06-21
槍命中卷軸60%卷軸,482,88888,120000,140000,-0.01%,2025-06-21
長杖魔力卷軸60%卷軸,472,285000,300000,345000,-0.29%,2025-06-21
披風幸運卷軸10%卷軸,453,160000,249999,320000,+10.15%,2025-06-21
手套敏捷性卷軸60%卷軸,438,85000,100000,145000,-1.62%,2025-06-21
頭盔智力卷軸100%卷軸,434,175000,200000,230000,-2.90%,2025-06-21
耳飾幸運卷軸100%卷軸,432,477777,500000,570000,-0.76%,2025-06-21
鞋子跳躍卷軸10%卷軸,431,219998,250000,270000,+0.79%,2025-06-21
槍攻擊卷軸60%卷軸,418,90000,100000,130000,+1.56%,2025-06-21
雙手劍命中卷軸60%卷軸,417,58000,70000,85000,+3.27%,2025-06-21
套服幸運卷軸60%卷軸,403,3480000,4000000,4800000,+7.02%,2025-06-21
鞋子跳躍卷軸60%卷軸,399,800000,999999,1200000,+7.23%,2025-06-21
套服智力卷軸60%卷軸,392,4500000,5500000,6500000,+11.31%,2025-06-21
上衣幸運卷軸100%卷軸,376,230000,290000,320000,-6.69%,2025-06-21
套服敏捷卷軸10%卷軸,357,380000,500000,666666,+4.13%,2025-06-21
飄雪結晶商城道具,355,75000,100000,135000,+23.24%,2025-06-21
頭盔敏捷性卷軸100%卷軸,354,349900,400000,410000,-2.90%,2025-06-21
指虎攻擊卷軸60%卷軸,347,18000,30000,45000,-0.01%,2025-06-21
上衣力量卷軸100%卷軸,341,129999,180000,220000,-4.35%,2025-06-21
披風體力卷軸60%卷軸,336,170000,200000,210000,+1.64%,2025-06-21
頭盔體力卷軸60%卷軸,331,375000,400000,430000,+0.51%,2025-06-21
短劍攻擊卷軸10%卷軸,323,490000,600000,765000,+8.05%,2025-06-21
鞋子敏捷性卷軸60%卷軸,313,40000,60000,80000,-3.31%,2025-06-21
手套攻擊卷軸10%卷軸,306,700000,880000,1100000,+4.09%,2025-06-21
雙手劍攻擊卷軸60%卷軸,296,35000,50000,55000,-0.63%,2025-06-21
手套攻擊卷軸100%卷軸,282,310000,380000,430000,-3.48%,2025-06-21
盾牌幸運卷軸100%卷軸,282,266666,300000,360000,-2.77%,2025-06-21
耳飾體力卷軸60%卷軸,272,120000,150000,160000,+1.31%,2025-06-21
槍命中卷軸10%卷軸,260,5000,10000,25000,+8.79%,2025-06-21
手套敏捷性卷軸10%卷軸,249,45000,50000,65000,+1.87%,2025-06-21
單手劍攻擊卷軸60%卷軸,240,45000,50000,58000,+1.65%,2025-06-21
盾牌生命卷軸60%卷軸,227,699999,750000,830000,+2.09%,2025-06-21
手槍攻擊力卷軸10%卷軸,226,180000,900000,1200000,+35.62%,2025-06-21
酋長的地契其他,221,268000,350000,400000,-6.67%,2025-06-21
食人花的花蜜其他,220,850000,950000,1050000,+2.80%,2025-06-21
披風敏捷性卷軸100%卷軸,219,230000,280000,320000,-2.13%,2025-06-21
盾牌生命卷軸10%卷軸,201,179999,220000,270000,-8.48%,2025-06-21
上衣體力卷軸10%卷軸,198,24999,40000,50000,+2.68%,2025-06-21
下衣體力卷軸60%卷軸,193,379999,420000,470000,-2.60%,2025-06-21
弓攻擊卷軸10%卷軸,192,350000,499999,550000,+7.22%,2025-06-21
套服幸運卷軸100%卷軸,188,1300000,1500000,1700000,-0.32%,2025-06-21
套服智力卷軸100%卷軸,185,1900000,2000000,2300000,+1.00%,2025-06-21
鞋子移動速度卷軸60%卷軸,185,28000,30000,37000,-1.57%,2025-06-21
矛攻擊卷軸60%卷軸,183,21000,30000,39000,-0.08%,2025-06-21
單手棍命中卷軸60%卷軸,168,23000,29999,32000,+1.87%,2025-06-21
高級瞬移之石商城道具,162,130000,153000,180000,+8.70%,2025-06-21
鞋子速度卷軸60%卷軸,152,35000,50000,55000,+3.37%,2025-06-21
盾牌力量卷軸60%卷軸,150,199999,250000,330000,+11.30%,2025-06-21
土飛鏢裝備,149,3500000,4499999,5200000,-6.95%,2025-06-21
披風力量卷軸100%卷軸,149,110000,150000,170000,+4.56%,2025-06-21
盾牌幸運卷軸10%卷軸,149,500000,600000,650000,+2.89%,2025-06-21
上衣力量卷軸60%卷軸,147,1500000,1800000,2200000,+5.62%,2025-06-21
指虎攻擊卷軸10%卷軸,144,6000,10000,20000,-5.43%,2025-06-21
神秘背包商城道具,144,825000,950000,1050000,+4.88%,2025-06-21
鞋子敏捷性卷軸10%卷軸,141,43000,50000,52000,-0.42%,2025-06-21
長杖魔力卷軸10%卷軸,140,400000,500000,580000,+9.21%,2025-06-21
鋼鐵母礦其他,137,6900,10000,12500,+9.33%,2025-06-21
耳飾敏捷卷軸100%卷軸,136,3500000,4000000,4500000,-4.30%,2025-06-21
矛命中卷軸60%卷軸,134,35000,50000,55000,-1.11%,2025-06-21
馬堤安的觸角其他,134,300,700,1200,+10.51%,2025-06-21
枯木樹液消耗品,132,28000,30000,33000,+0.07%,2025-06-21
上衣體力卷軸60%卷軸,129,120000,180000,230000,-10.47%,2025-06-21
短杖魔力卷軸10%卷軸,124,450000,750000,900000,+9.13%,2025-06-21
下衣敏捷性卷軸100%卷軸,123,799999,1400000,1600000,-22.92%,2025-06-21
詛咒娃娃其他,123,64,100,200,+11.11%,2025-06-21
頭盔體力卷軸10%卷軸,123,49999,50000,50000,0.00%,2025-06-21
頭盔防禦卷軸60%卷軸,122,2000,8000,12000,+7.82%,2025-06-21
耳飾體力卷軸10%卷軸,121,95000,100000,111111,+1.28%,2025-06-21
指虎命中卷軸10%卷軸,119,5000,10000,12000,+0.71%,2025-06-21
單手棍攻擊卷軸60%卷軸,115,3000,9000,15000,+4.96%,2025-06-21
雙手斧攻擊卷軸60%卷軸,107,1,15000,35000,+16.68%,2025-06-21
下衣跳躍卷軸60%卷軸,106,30000,40000,50000,-8.03%,2025-06-21
套服幸運卷軸10%卷軸,106,1489999,1880000,2200000,+6.59%,2025-06-21
套服智力卷軸10%卷軸,106,2200000,2500000,3000000,+11.25%,2025-06-21
柔軟的羽毛其他,103,750,1000,1200,+2.28%,2025-06-21
單手劍攻擊卷軸10%卷軸,101,49999,99999,120000,+16.76%,2025-06-21
披風幸運卷軸100%卷軸,101,330000,400000,430000,+3.67%,2025-06-21
披風智力卷軸100%卷軸,97,83000,100000,100000,+0.52%,2025-06-21
套服力量卷軸100%卷軸,96,65000,90000,111111,-11.63%,2025-06-21
盾牌防禦卷軸60%卷軸,96,3000,9999,13000,+7.94%,2025-06-21
肥肥頭其他,93,25000,30000,35000,+3.71%,2025-06-21
頭盔智力卷軸60%卷軸,93,3500000,3950000,4500000,+1.80%,2025-06-21
槍攻擊卷軸10%卷軸,90,24000,70000,100000,-5.59%,2025-06-21
耳環生命卷軸60%卷軸,84,140000,250000,310000,-0.23%,2025-06-21
雙手棍攻擊卷軸60%卷軸,84,1500,6000,13000,-3.89%,2025-06-21
披風幸運卷軸60%卷軸,1148,1200000,1300000,1400000,+1.05%,2025-06-22
盾牌幸運卷軸60%卷軸,1137,1250000,1350000,1450000,+2.25%,2025-06-22
手套攻擊卷軸60%卷軸,991,1539995,1650000,1805000,+2.94%,2025-06-22
耳飾幸運卷軸10%卷軸,864,225000,260000,320000,+6.85%,2025-06-22
拳套攻擊卷軸60%卷軸,736,475000,500000,570000,+0.52%,2025-06-22
短劍攻擊卷軸60%卷軸,703,625000,700000,720000,+1.91%,2025-06-22
短杖魔力卷軸60%卷軸,680,229999,250000,280000,+0.66%,2025-06-22
弓攻擊卷軸60%卷軸,677,175000,229999,272727,+1.69%,2025-06-22
披風敏捷性卷軸60%卷軸,648,1799999,2000000,2450000,+5.06%,2025-06-22
手槍攻擊力卷軸60%卷軸,623,265000,300000,310000,+0.95%,2025-06-22
披風智力卷軸60%卷軸,619,475000,500000,575000,-0.44%,2025-06-22
長杖魔力卷軸60%卷軸,590,285000,300000,350000,-0.01%,2025-06-22
弩攻擊卷軸60%卷軸,558,27998,40000,56000,-3.70%,2025-06-22
套服敏捷卷軸60%卷軸,535,1299999,1500000,1700000,+2.31%,2025-06-22
披風力量卷軸60%卷軸,520,1050000,1350000,1650000,+5.85%,2025-06-22
鞋子跳躍卷軸10%卷軸,520,220000,250000,300000,+6.03%,2025-06-22
雙手劍命中卷軸60%卷軸,510,50000,70000,90000,+2.42%,2025-06-22
拳套攻擊卷軸10%卷軸,509,500000,700000,900000,+17.76%,2025-06-22
槍命中卷軸60%卷軸,491,85000,120000,145000,-0.95%,2025-06-22
耳環智力卷軸60%卷軸,458,949999,1000000,1150000,+1.34%,2025-06-22
披風幸運卷軸10%卷軸,456,160000,250000,333333,+8.78%,2025-06-22
套服敏捷卷軸10%卷軸,452,330000,550000,1000001,+46.26%,2025-06-22
耳飾幸運卷軸100%卷軸,428,477777,500000,570000,-1.23%,2025-06-22
手套敏捷性卷軸60%卷軸,419,85000,100000,145000,+1.86%,2025-06-22
鞋子跳躍卷軸60%卷軸,410,750000,1000000,1350000,+9.47%,2025-06-22
槍攻擊卷軸60%卷軸,397,90000,100000,130000,+0.09%,2025-06-22
上衣幸運卷軸100%卷軸,389,229999,280000,320000,-4.96%,2025-06-22
手套攻擊卷軸100%卷軸,388,250000,350000,450000,-5.15%,2025-06-22
套服幸運卷軸60%卷軸,382,3600000,4300000,5200000,+12.11%,2025-06-22
頭盔敏捷性卷軸100%卷軸,371,330000,394999,420000,-2.87%,2025-06-22
上衣力量卷軸100%卷軸,365,125000,180000,220000,-6.77%,2025-06-22
飄雪結晶商城道具,363,70000,115000,170000,+29.38%,2025-06-22
頭盔體力卷軸60%卷軸,356,375000,400000,475000,+2.27%,2025-06-22
手套攻擊卷軸10%卷軸,334,700000,920000,1350000,+11.34%,2025-06-22
鞋子敏捷性卷軸60%卷軸,316,40000,60000,80000,-5.20%,2025-06-22
披風體力卷軸60%卷軸,309,170000,200000,210000,+1.67%,2025-06-22
雙手劍攻擊卷軸60%卷軸,305,35000,50000,55000,+0.76%,2025-06-22
套服智力卷軸60%卷軸,303,4800000,5500000,6400000,+6.53%,2025-06-22
手套敏捷性卷軸10%卷軸,299,38000,50000,90000,+10.73%,2025-06-22
指虎攻擊卷軸60%卷軸,296,22000,30000,45000,+1.12%,2025-06-22
頭盔智力卷軸100%卷軸,290,184999,200000,200000,-1.39%,2025-06-22
短劍攻擊卷軸10%卷軸,279,540000,650000,750000,+7.72%,2025-06-22
槍命中卷軸10%卷軸,274,5000,12500,25000,+6.43%,2025-06-22
耳飾體力卷軸60%卷軸,258,115000,150000,160000,-2.08%,2025-06-22
單手劍攻擊卷軸60%卷軸,257,45000,50000,60000,+1.19%,2025-06-22
盾牌幸運卷軸100%卷軸,256,260000,300000,340000,-2.99%,2025-06-22
鞋子移動速度卷軸60%卷軸,240,28000,30000,40000,-0.60%,2025-06-22
盾牌生命卷軸60%卷軸,230,699999,750000,830000,+2.23%,2025-06-22
上衣體力卷軸10%卷軸,223,24999,40000,50000,+0.81%,2025-06-22
食人花的花蜜其他,221,850000,950000,1050000,+1.71%,2025-06-22
手槍攻擊力卷軸10%卷軸,218,599888,950000,1150000,+8.64%,2025-06-22
披風敏捷性卷軸100%卷軸,218,230000,270000,320000,-0.30%,2025-06-22
盾牌生命卷軸10%卷軸,204,179999,210000,270000,-5.97%,2025-06-22
下衣體力卷軸60%卷軸,193,379999,420000,470000,-1.39%,2025-06-22
酋長的地契其他,191,270000,311111,390000,-4.07%,2025-06-22
矛攻擊卷軸60%卷軸,190,21000,30000,39000,+0.81%,2025-06-22
弓攻擊卷軸10%卷軸,184,400000,500000,600000,+5.92%,2025-06-22
單手棍命中卷軸60%卷軸,175,23000,30000,32000,+2.56%,2025-06-22
盾牌幸運卷軸10%卷軸,169,500000,600000,700000,+5.11%,2025-06-22
套服幸運卷軸100%卷軸,167,1380000,1500000,1650000,-0.16%,2025-06-22
套服智力卷軸100%卷軸,161,1900000,2000000,2300000,+0.94%,2025-06-22
披風力量卷軸100%卷軸,158,99000,149999,170000,+5.99%,2025-06-22
盾牌力量卷軸60%卷軸,158,210000,300000,370000,+11.98%,2025-06-22
鋼鐵母礦其他,152,6900,10000,14000,+21.89%,2025-06-22
長杖魔力卷軸10%卷軸,151,350000,500000,680000,+9.44%,2025-06-22
指虎攻擊卷軸10%卷軸,147,6000,10000,20000,-5.53%,2025-06-22
矛命中卷軸60%卷軸,147,35000,49999,55000,-4.31%,2025-06-22
鞋子敏捷性卷軸10%卷軸,147,43000,50000,52000,+0.37%,2025-06-22
詛咒娃娃其他,146,64,100,180,+6.28%,2025-06-22
高級瞬移之石商城道具,145,135000,160000,190000,+9.74%,2025-06-22
上衣體力卷軸60%卷軸,141,135000,180000,230000,-4.33%,2025-06-22
鞋子速度卷軸60%卷軸,135,35000,50000,55000,-1.15%,2025-06-22
馬堤安的觸角其他,134,300,760,1200,+8.89%,2025-06-22
耳飾體力卷軸10%卷軸,133,95000,100000,111111,-0.12%,2025-06-22
下衣敏捷性卷軸100%卷軸,131,700000,1200000,1600000,-29.29%,2025-06-22
柔軟的羽毛其他,130,700,1000,1400,+0.31%,2025-06-22
頭盔體力卷軸10%卷軸,129,49999,50000,50000,0.00%,2025-06-22
單手棍攻擊卷軸60%卷軸,127,2,10000,20000,+31.08%,2025-06-22
上衣力量卷軸60%卷軸,125,1599997,1800000,2100000,+2.95%,2025-06-22
枯木樹液消耗品,125,27000,30000,30000,+0.37%,2025-06-22
神秘背包商城道具,124,870000,980000,1050000,+4.16%,2025-06-22
土飛鏢裝備,123,3750000,4200000,4800000,-4.73%,2025-06-22
下衣跳躍卷軸60%卷軸,117,25000,40000,50000,+1.67%,2025-06-22
頭盔防禦卷軸60%卷軸,115,3000,8000,13000,+12.36%,2025-06-22
指虎命中卷軸10%卷軸,114,5000,10000,11000,+3.54%,2025-06-22
披風幸運卷軸100%卷軸,113,330000,400000,430000,+3.15%,2025-06-22
耳飾敏捷卷軸100%卷軸,113,3599999,4000000,4400000,-3.83%,2025-06-22
槍攻擊卷軸10%卷軸,108,19000,79999,130000,+19.13%,2025-06-22
雙手斧攻擊卷軸60%卷軸,107,5000,15000,45000,+5.70%,2025-06-22
單手劍攻擊卷軸10%卷軸,102,60000,100000,110000,+8.07%,2025-06-22
短杖魔力卷軸10%卷軸,102,630000,750000,850000,+3.10%,2025-06-22
頭盔智力卷軸60%卷軸,97,3500000,4000000,5000000,+9.99%,2025-06-22
套服力量卷軸100%卷軸,96,65000,90000,111111,-11.02%,2025-06-22
套服幸運卷軸10%卷軸,94,1489999,1900000,2200000,+4.82%,2025-06-22
套服智力卷軸10%卷軸,92,2300000,2700000,3000000,+3.30%,2025-06-22
矛命中卷軸10%卷軸,91,4800,10000,12000,+9.56%,2025-06-22
披風智力卷軸100%卷軸,90,83000,100000,100000,-1.82%,2025-06-22
雙手棍攻擊卷軸60%卷軸,89,1000,8000,15000,+13.77%,2025-06-22
手套生命卷軸60%卷軸,86,270000,300000,380000,+1.02%,2025-06-22
古代卷軸其他,85,20000,40000,50000,-21.52%,2025-06-22
披風幸運卷軸60%卷軸,1108,1177777,1300000,1460000,+2.08%,2025-06-23
盾牌幸運卷軸60%卷軸,1045,1250000,1350000,1450000,+2.73%,2025-06-23
手套攻擊卷軸60%卷軸,1009,1500000,1680000,1900000,+1.66%,2025-06-23
短杖魔力卷軸60%卷軸,920,220000,250000,300000,+2.14%,2025-06-23
耳飾幸運卷軸10%卷軸,810,229999,280000,320000,+6.14%,2025-06-23
短劍攻擊卷軸60%卷軸,769,620000,700000,750000,+2.66%,2025-06-23
拳套攻擊卷軸60%卷軸,717,475000,500000,570000,+0.23%,2025-06-23
披風敏捷性卷軸60%卷軸,648,1750000,2200000,2700000,+7.73%,2025-06-23
弓攻擊卷軸60%卷軸,647,175000,230000,272727,+0.76%,2025-06-23
長杖魔力卷軸60%卷軸,634,275000,300000,370000,+1.90%,2025-06-23
弩攻擊卷軸60%卷軸,612,28000,40000,56000,-1.76%,2025-06-23
披風智力卷軸60%卷軸,595,475000,500000,575000,+0.49%,2025-06-23
手槍攻擊力卷軸60%卷軸,576,269999,300000,310000,+0.92%,2025-06-23
耳環智力卷軸60%卷軸,551,900000,1000000,1300000,+9.05%,2025-06-23
飄雪結晶商城道具,523,70000,135000,220000,+65.74%,2025-06-23
雙手劍命中卷軸60%卷軸,515,50000,70000,90000,+1.80%,2025-06-23
套服敏捷卷軸60%卷軸,506,1350000,1600000,1810000,+4.49%,2025-06-23
槍命中卷軸60%卷軸,487,85000,120000,145000,-0.51%,2025-06-23
鞋子跳躍卷軸10%卷軸,481,225000,250000,320000,+5.98%,2025-06-23
手套敏捷性卷軸60%卷軸,480,77777,110000,165000,+8.01%,2025-06-23
披風力量卷軸60%卷軸,464,1050000,1350000,1650000,+7.77%,2025-06-23
套服敏捷卷軸10%卷軸,444,300000,600000,1150000,+36.95%,2025-06-23
披風幸運卷軸10%卷軸,442,199999,250000,333333,+9.43%,2025-06-23
耳飾幸運卷軸100%卷軸,422,480000,500000,570000,-0.80%,2025-06-23
上衣幸運卷軸100%卷軸,416,229999,280000,320000,+1.05%,2025-06-23
頭盔智力卷軸100%卷軸,405,170000,199999,210000,-1.30%,2025-06-23
上衣力量卷軸100%卷軸,390,125000,179999,220000,-3.48%,2025-06-23
槍攻擊卷軸60%卷軸,387,90000,100000,130000,+1.51%,2025-06-23
鞋子跳躍卷軸60%卷軸,380,777777,1050000,1466666,+9.03%,2025-06-23
拳套攻擊卷軸10%卷軸,379,550000,700000,880000,+7.13%,2025-06-23
頭盔敏捷性卷軸100%卷軸,378,328613,388888,420000,+0.11%,2025-06-23
手套攻擊卷軸100%卷軸,376,260000,350000,430000,-3.14%,2025-06-23
套服幸運卷軸60%卷軸,368,3500000,4500000,5500000,+10.06%,2025-06-23
手套敏捷性卷軸10%卷軸,364,28000,55000,120000,+31.50%,2025-06-23
手套攻擊卷軸10%卷軸,347,700000,1000000,1500000,+27.17%,2025-06-23
鞋子敏捷性卷軸60%卷軸,328,39500,60000,85000,+1.07%,2025-06-23
頭盔體力卷軸60%卷軸,328,375000,400000,475000,+2.06%,2025-06-23
套服智力卷軸60%卷軸,310,5000000,6000000,7000000,+8.92%,2025-06-23
指虎攻擊卷軸60%卷軸,291,24500,30000,45000,+4.56%,2025-06-23
雙手劍攻擊卷軸60%卷軸,291,35000,50000,55000,+0.70%,2025-06-23
短劍攻擊卷軸10%卷軸,287,530000,690000,800000,+5.94%,2025-06-23
單手劍攻擊卷軸60%卷軸,276,43000,50000,70000,+1.46%,2025-06-23
披風體力卷軸60%卷軸,276,170000,200000,210000,+0.53%,2025-06-23
耳飾體力卷軸60%卷軸,276,110000,150000,160000,-1.33%,2025-06-23
槍命中卷軸10%卷軸,275,5000,15000,25000,+13.28%,2025-06-23
鞋子移動速度卷軸60%卷軸,270,25000,30000,45000,-1.05%,2025-06-23
矛攻擊卷軸60%卷軸,266,20000,30000,40000,+3.36%,2025-06-23
盾牌幸運卷軸100%卷軸,253,270000,300000,310000,-1.59%,2025-06-23
上衣體力卷軸10%卷軸,250,20000,40000,60000,+0.21%,2025-06-23
